"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C8","C3","LAMB1","ITGA6_ITGB1",0.0114936292591827,0.01,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMB1","ITGA6_ITGB1",0.00839448948960059,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMB1","ITGA6_ITGB1",0.0153944133523794,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C8","LAMB1","ITGA6_ITGB1",0.009019506880453,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C8","LAMB1","ITGA6_ITGB1",0.0165319256904879,0,"LAMB1_ITGA6_ITGB1","LAMB1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C2","C3","LAMB2","ITGA6_ITGB1",0.0153873949463622,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMB2","ITGA6_ITGB1",0.0221746643105911,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMB2","ITGA6_ITGB1",0.018778720098697,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C3","LAMB2","ITGA6_ITGB1",0.0236443621711247,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMB2","ITGA6_ITGB1",0.0115734719938805,0,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMB2","ITGA6_ITGB1",0.00978480379034557,0.04,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C4","LAMB2","ITGA6_ITGB1",0.0123494152444307,0.02,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C8","LAMB2","ITGA6_ITGB1",0.0124322151436965,0.01,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C8","LAMB2","ITGA6_ITGB1",0.0105122405669434,0.03,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C8","LAMB2","ITGA6_ITGB1",0.0132649601506065,0.03,"LAMB2_ITGA6_ITGB1","LAMB2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMB3","ITGA6_ITGB1",0.000369102651750753,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMB3","ITGA6_ITGB1",0.00126313854547883,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMB3","ITGA6_ITGB1",0.000652589233666459,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMB3","ITGA6_ITGB1",0.000197507549562097,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMB3","ITGA6_ITGB1",0.000238771156872928,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMB3","ITGA6_ITGB1",0.000701586044028064,0,"LAMB3_ITGA6_ITGB1","LAMB3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C2","LAMC1","ITGA6_ITGB1",0.00563635409064181,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C2","C3","LAMC1","ITGA6_ITGB1",0.0037982808539939,0.03,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMC1","ITGA6_ITGB1",0.0104227368328328,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMC1","ITGA6_ITGB1",0.0190455830579061,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C3","LAMC1","ITGA6_ITGB1",0.00582172667884661,0.03,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMC1","ITGA6_ITGB1",0.00540879080207503,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMC1","ITGA6_ITGB1",0.00992514772005322,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C8","LAMC1","ITGA6_ITGB1",0.00581280911790894,0.01,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C8","LAMC1","ITGA6_ITGB1",0.0106629058061848,0,"LAMC1_ITGA6_ITGB1","LAMC1 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMC2","ITGA6_ITGB1",0.000246586651142976,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMC2","ITGA6_ITGB1",0.000844116387985586,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMC2","ITGA6_ITGB1",0.000436016761484063,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMC2","ITGA6_ITGB1",0.000131941480620115,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMC2","ITGA6_ITGB1",0.00015950910065449,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMC2","ITGA6_ITGB1",0.000468760801551758,0,"LAMC2_ITGA6_ITGB1","LAMC2 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMC3","ITGA6_ITGB1",0.000778960611312317,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMC3","ITGA6_ITGB1",0.00266310462199501,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMC3","ITGA6_ITGB1",0.00137680202877127,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMC3","ITGA6_ITGB1",0.000416902810797277,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMC3","ITGA6_ITGB1",0.000503979737525701,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMC3","ITGA6_ITGB1",0.00148009265992856,0,"LAMC3_ITGA6_ITGB1","LAMC3 - (ITGA6+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMA1","ITGA7_ITGB1",0.000408798565712657,0,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMA1","ITGA7_ITGB1",0.000936817849516427,0,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMA1","ITGA7_ITGB1",0.000547496896230233,0,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMA1","ITGA7_ITGB1",0.000534427406349687,0,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMA1","ITGA7_ITGB1",0.000772629459266483,0,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMA1","ITGA7_ITGB1",6.91412585926211e-05,0.02,"LAMA1_ITGA7_ITGB1","LAMA1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C2","LAMA2","ITGA7_ITGB1",0.00494156528385089,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMA2","ITGA7_ITGB1",0.0112583320227796,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C6","C3","LAMA2","ITGA7_ITGB1",0.00341350365795381,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMA2","ITGA7_ITGB1",0.00660798698021879,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C6","LAMA2","ITGA7_ITGB1",0.00645117922883666,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C7","LAMA2","ITGA7_ITGB1",0.00930201922194906,0,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C6","C7","LAMA2","ITGA7_ITGB1",0.00281647052191964,0.04,"LAMA2_ITGA7_ITGB1","LAMA2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C2","LAMA3","ITGA7_ITGB1",0.000211528199969227,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMA3","ITGA7_ITGB1",0.000622555752864454,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMA3","ITGA7_ITGB1",0.000484869409838248,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMA3","ITGA7_ITGB1",0.000229389200369499,0.01,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMA3","ITGA7_ITGB1",0.00142627774085487,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMA3","ITGA7_ITGB1",0.000283315054493363,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMA3","ITGA7_ITGB1",0.000833717735416115,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C6","LAMA3","ITGA7_ITGB1",0.00027655019676139,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMA3","ITGA7_ITGB1",0.000813821331248317,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMA3","ITGA7_ITGB1",0.000399858618113738,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMA3","ITGA7_ITGB1",0.00117640673607693,0,"LAMA3_ITGA7_ITGB1","LAMA3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMA4","ITGA7_ITGB1",0.00270761064998132,0,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMA4","ITGA7_ITGB1",0.00281924266973658,0,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C3","LAMA4","ITGA7_ITGB1",0.0019506346062942,0.02,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMA4","ITGA7_ITGB1",0.00158355347730341,0,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMA4","ITGA7_ITGB1",0.00164891839317967,0.04,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C6","LAMA4","ITGA7_ITGB1",0.00154579016997802,0.03,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C6","LAMA4","ITGA7_ITGB1",0.00160959882898398,0.02,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMA4","ITGA7_ITGB1",0.00223376381550079,0,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C7","LAMA4","ITGA7_ITGB1",0.00232590517733389,0,"LAMA4_ITGA7_ITGB1","LAMA4 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C2","LAMA5","ITGA7_ITGB1",0.00132043316396855,0.04,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C2","C3","LAMA5","ITGA7_ITGB1",0.00161668437363868,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMA5","ITGA7_ITGB1",0.00302239294536482,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMA5","ITGA7_ITGB1",0.00231532014480584,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMA5","ITGA7_ITGB1",0.00176788641817168,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C6","LAMA5","ITGA7_ITGB1",0.00172573488546271,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMA5","ITGA7_ITGB1",0.00249359521044487,0,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMA5","ITGA7_ITGB1",0.00190999483486251,0.02,"LAMA5_ITGA7_ITGB1","LAMA5 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C2","LAMB1","ITGA7_ITGB1",0.00712219081472514,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMB1","ITGA7_ITGB1",0.00882667588823733,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMB1","ITGA7_ITGB1",0.016181106744384,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMB1","ITGA7_ITGB1",0.00517548853652003,0.01,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMB1","ITGA7_ITGB1",0.00951694183315643,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C6","LAMB1","ITGA7_ITGB1",0.00929175015846666,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMB1","ITGA7_ITGB1",0.00728978641346565,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C7","LAMB1","ITGA7_ITGB1",0.0133809607108123,0,"LAMB1_ITGA7_ITGB1","LAMB1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C2","C3","LAMB2","ITGA7_ITGB1",0.00841675354364356,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMB2","ITGA7_ITGB1",0.0121673185681719,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMB2","ITGA7_ITGB1",0.0102878272425491,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C3","LAMB2","ITGA7_ITGB1",0.012982553307787,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMB2","ITGA7_ITGB1",0.00714422222892641,0.04,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMB2","ITGA7_ITGB1",0.0100546612395931,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C7","LAMB2","ITGA7_ITGB1",0.00849870541247039,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C8","C7","LAMB2","ITGA7_ITGB1",0.0107298812492478,0,"LAMB2_ITGA7_ITGB1","LAMB2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMB3","ITGA7_ITGB1",0.000299509271631437,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMB3","ITGA7_ITGB1",0.000686463420233177,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMB3","ITGA7_ITGB1",0.000401142502608005,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMB3","ITGA7_ITGB1",0.00039156532088857,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMB3","ITGA7_ITGB1",0.000566127736345505,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMB3","ITGA7_ITGB1",5.06522495699959e-05,0,"LAMB3_ITGA7_ITGB1","LAMB3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C2","LAMC1","ITGA7_ITGB1",0.00457818204528448,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C3","LAMC1","ITGA7_ITGB1",0.0056881416561666,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C3","LAMC1","ITGA7_ITGB1",0.0104353100291745,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C4","LAMC1","ITGA7_ITGB1",0.00333085782727446,0.01,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C4","LAMC1","ITGA7_ITGB1",0.00612281568537536,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C6","LAMC1","ITGA7_ITGB1",0.00325156191572889,0.02,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C6","LAMC1","ITGA7_ITGB1",0.00597745178803096,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C3","C7","LAMC1","ITGA7_ITGB1",0.00469514109463614,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C4","C7","LAMC1","ITGA7_ITGB1",0.00862076336381155,0,"LAMC1_ITGA7_ITGB1","LAMC1 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMC2","ITGA7_ITGB1",0.000200088732173981,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMC2","ITGA7_ITGB1",0.000458654401438517,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMC2","ITGA7_ITGB1",0.000267994386526681,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMC2","ITGA7_ITGB1",0.000261595252456529,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMC2","ITGA7_ITGB1",0.000378238074201345,0,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMC2","ITGA7_ITGB1",3.38357038036481e-05,0.01,"LAMC2_ITGA7_ITGB1","LAMC2 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","LAMC3","ITGA7_ITGB1",0.000632138408141539,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C3","LAMC3","ITGA7_ITGB1",0.00144821371537594,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C4","LAMC3","ITGA7_ITGB1",0.000846547936678657,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C6","LAMC3","ITGA7_ITGB1",0.000826345597135182,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C7","LAMC3","ITGA7_ITGB1",0.00119450432259552,0,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C8","LAMC3","ITGA7_ITGB1",0.000106935209970876,0.01,"LAMC3_ITGA7_ITGB1","LAMC3 - (ITGA7+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C5","C2","TNC","ITGA9_ITGB1",0.000237346714368268,0,"TNC_ITGA9_ITGB1","TNC - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C3","TNC","ITGA9_ITGB1",0.000633778875223807,0,"TNC_ITGA9_ITGB1","TNC - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C4","TNC","ITGA9_ITGB1",0.000265757317236589,0,"TNC_ITGA9_ITGB1","TNC - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C7","TNC","ITGA9_ITGB1",0.000232093105742993,0,"TNC_ITGA9_ITGB1","TNC - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C8","TNC","ITGA9_ITGB1",0.000530987476307545,0,"TNC_ITGA9_ITGB1","TNC - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C2","TNR","ITGA9_ITGB1",0.00026116527214523,0,"TNR_ITGA9_ITGB1","TNR - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C3","TNR","ITGA9_ITGB1",0.000697353011982632,0,"TNR_ITGA9_ITGB1","TNR - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C4","TNR","ITGA9_ITGB1",0.000292426142631831,0,"TNR_ITGA9_ITGB1","TNR - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"C5","C7","TNR","ITGA9_ITGB1",0.000255384580530038,0,"TNR_ITGA9_ITGB1","TNR - (ITGA9+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
